order_id,customer_id,order_date,status,payment_method,product_id,product_name,category,quantity,unit_price,discount,line_value,is_completed,is_return
281,689,2022-01-05 02:16:17,completed,debit_card,282,Discuss Fiction,Books & Media,1,280.61,0.15,238.52,1,0
281,689,2022-01-05 02:16:17,completed,debit_card,83,Rich Furniture,Home & Kitchen,3,243.1,0.1,656.37,1,0
1430,2499,2022-01-05 03:18:55,pending,paypal,15,Sea Headphone,Electronics,1,536.46,0.0,536.46,0,0
5854,971,2022-01-05 03:35:00,pending,debit_card,149,Move Kid,Apparel,1,382.77,0.0,382.77,0,0
7334,1413,2022-01-05 20:12:14,completed,paypal,206,Office Skincare,Beauty & Health,1,612.54,0.0,612.54,1,0
7334,1413,2022-01-05 20:12:14,completed,paypal,148,Answer Women,Apparel,1,304.48,0.1,274.03,1,0
2071,2156,2022-01-05 23:55:16,completed,credit_card,276,Recently Non-Fiction,Books & Media,1,341.21,0.0,341.21,1,0
2071,2156,2022-01-05 23:55:16,completed,credit_card,23,Cost Headphone,Electronics,2,235.35,0.0,470.7,1,0
2071,2156,2022-01-05 23:55:16,completed,credit_card,200,White Fitnes,Sports & Outdoors,1,533.81,0.05,507.12,1,0
8451,1070,2022-01-06 01:53:33,completed,bank_transfer,30,Hospital Laptop,Electronics,2,477.17,0.1,858.91,1,0
490,1540,2022-01-06 13:13:38,completed,credit_card,197,Own Camping,Sports & Outdoors,1,538.79,0.0,538.79,1,0
8710,2175,2022-01-06 14:15:29,returned,gift_card,285,Foot Children,Books & Media,2,667.54,0.0,1335.08,0,0
1891,1383,2022-01-06 15:46:23,returned,debit_card,78,Unit Cookware,Home & Kitchen,1,213.82,0.0,213.82,0,0
1891,1383,2022-01-06 15:46:23,returned,debit_card,219,Example Supplement,Beauty & Health,2,211.99,0.0,423.98,0,0
2101,1558,2022-01-06 22:59:08,pending,gift_card,152,Soon Camping,Sports & Outdoors,1,910.86,0.0,910.86,0,0
2101,1558,2022-01-06 22:59:08,pending,gift_card,2,Maintain Laptop,Electronics,1,807.37,0.2,645.9,0,0
3032,2105,2022-01-07 01:06:41,completed,credit_card,100,Sea Appliance,Home & Kitchen,1,283.25,0.15,240.76,1,0
2793,1367,2022-01-07 03:14:59,completed,paypal,267,Born Fiction,Books & Media,1,253.7,0.0,253.7,1,0
3235,121,2022-01-07 16:19:27,cancelled,debit_card,275,Culture Children,Books & Media,1,82.62,0.2,66.1,0,0
3235,121,2022-01-07 16:19:27,cancelled,debit_card,123,Anything Footwear,Apparel,1,840.94,0.0,840.94,0,0
4434,101,2022-01-07 18:26:19,pending,gift_card,217,Measure Skincare,Beauty & Health,1,479.18,0.0,479.18,0,0
6736,330,2022-01-08 02:04:45,pending,bank_transfer,182,Answer Fitnes,Sports & Outdoors,1,500.91,0.0,500.91,0,0
6736,330,2022-01-08 02:04:45,pending,bank_transfer,56,Heavy Appliance,Home & Kitchen,1,186.07,0.05,176.77,0,0
4315,1691,2022-01-08 07:09:22,completed,credit_card,109,Health Footwear,Apparel,1,59.23,0.0,59.23,1,0
2451,122,2022-01-09 16:54:04,cancelled,debit_card,231,Food Personal Care,Beauty & Health,1,410.59,0.0,410.59,0,0
2451,122,2022-01-09 16:54:04,cancelled,debit_card,151,Say Fitnes,Sports & Outdoors,2,625.19,0.1,1125.34,0,0
2451,122,2022-01-09 16:54:04,cancelled,debit_card,178,Rich Cycling,Sports & Outdoors,2,563.12,0.0,1126.24,0,0
8492,497,2022-01-09 18:45:41,completed,paypal,266,Feeling Non-Fiction,Books & Media,1,110.99,0.0,110.99,1,0
8492,497,2022-01-09 18:45:41,completed,paypal,179,Our Camping,Sports & Outdoors,1,478.65,0.0,478.65,1,0
1362,744,2022-01-09 20:24:01,returned,bank_transfer,285,Foot Children,Books & Media,1,667.54,0.0,667.54,0,0
7997,1214,2022-01-10 05:15:16,completed,debit_card,36,Work Smartphone,Electronics,1,749.87,0.1,674.88,1,0
7997,1214,2022-01-10 05:15:16,completed,debit_card,77,What Furniture,Home & Kitchen,1,103.53,0.1,93.18,1,0
7997,1214,2022-01-10 05:15:16,completed,debit_card,260,Form Media,Books & Media,1,619.66,0.0,619.66,1,0
7997,1214,2022-01-10 05:15:16,completed,debit_card,260,Form Media,Books & Media,1,619.66,0.0,619.66,1,0
7997,1214,2022-01-10 05:15:16,completed,debit_card,196,Information Cycling,Sports & Outdoors,1,518.75,0.05,492.81,1,0
1470,1297,2022-01-10 10:13:17,pending,paypal,122,Attorney Men,Apparel,1,607.34,0.1,546.61,0,0
1470,1297,2022-01-10 10:13:17,pending,paypal,69,Front Decor,Home & Kitchen,1,274.11,0.1,246.7,0,0
7384,996,2022-01-10 10:36:15,cancelled,paypal,235,Training Personal Care,Beauty & Health,1,370.09,0.0,370.09,0,0
2289,1746,2022-01-10 12:24:58,pending,gift_card,77,What Furniture,Home & Kitchen,1,103.53,0.0,103.53,0,0
8663,2116,2022-01-10 19:16:05,completed,debit_card,106,Oil Footwear,Apparel,2,150.04,0.0,300.08,1,0
8777,1049,2022-01-11 00:37:53,completed,debit_card,94,Animal Appliance,Home & Kitchen,1,514.73,0.0,514.73,1,0
8777,1049,2022-01-11 00:37:53,completed,debit_card,222,Car Supplement,Beauty & Health,1,264.61,0.1,238.15,1,0
6072,1064,2022-01-11 03:56:45,completed,paypal,218,Month Supplement,Beauty & Health,1,127.17,0.0,127.17,1,0
6072,1064,2022-01-11 03:56:45,completed,paypal,290,Administration Children,Books & Media,1,908.96,0.0,908.96,1,0
4152,340,2022-01-11 08:20:57,returned,paypal,63,Song Appliance,Home & Kitchen,1,430.39,0.0,430.39,0,0
5653,132,2022-01-11 08:30:19,completed,bank_transfer,136,Watch Footwear,Apparel,-1,974.39,0.15,-828.23,1,1
5653,132,2022-01-11 08:30:19,completed,bank_transfer,162,Do Team Sport,Sports & Outdoors,1,126.53,0.0,126.53,1,0
4162,36,2022-01-11 14:25:09,completed,debit_card,215,Want Supplement,Beauty & Health,2,501.1,0.0,1002.2,1,0
7163,1547,2022-01-11 17:42:03,completed,bank_transfer,171,Her Camping,Sports & Outdoors,1,14.73,0.0,14.73,1,0
7163,1547,2022-01-11 17:42:03,completed,bank_transfer,283,Strategy Children,Books & Media,1,680.49,0.05,646.47,1,0
7163,1547,2022-01-11 17:42:03,completed,bank_transfer,131,Spring Kid,Apparel,3,797.13,0.0,2391.39,1,0
7095,1012,2022-01-11 18:08:59,completed,paypal,175,Either Fitnes,Sports & Outdoors,3,600.57,0.0,1801.71,1,0
7095,1012,2022-01-11 18:08:59,completed,paypal,267,Born Fiction,Books & Media,1,253.7,0.05,241.02,1,0
7095,1012,2022-01-11 18:08:59,completed,paypal,83,Rich Furniture,Home & Kitchen,1,243.1,0.1,218.79,1,0
1649,799,2022-01-12 05:30:39,pending,paypal,91,Almost Decor,Home & Kitchen,1,369.86,0.0,369.86,0,0
1649,799,2022-01-12 05:30:39,pending,paypal,74,Serve Appliance,Home & Kitchen,1,171.2,0.0,171.2,0,0
4455,1663,2022-01-12 09:08:56,completed,paypal,273,Ask Children,Books & Media,2,560.24,0.15,952.41,1,0
4455,1663,2022-01-12 09:08:56,completed,paypal,60,Coach Furniture,Home & Kitchen,1,148.68,0.0,148.68,1,0
6418,1403,2022-01-12 16:23:57,pending,debit_card,186,Along Fitnes,Sports & Outdoors,1,290.81,0.15,247.19,0,0
2161,587,2022-01-12 18:18:20,completed,paypal,50,Wear Headphone,Electronics,2,240.1,0.0,480.2,1,0
2404,2171,2022-01-12 19:46:55,pending,gift_card,268,Machine Media,Books & Media,1,23.79,0.15,20.22,0,0
2404,2171,2022-01-12 19:46:55,pending,gift_card,192,Participant Camping,Sports & Outdoors,1,697.79,0.1,628.01,0,0
2404,2171,2022-01-12 19:46:55,pending,gift_card,114,History Kid,Apparel,1,23.97,0.1,21.57,0,0
2404,2171,2022-01-12 19:46:55,pending,gift_card,212,Another Personal Care,Beauty & Health,1,445.65,0.05,423.37,0,0
2404,2171,2022-01-12 19:46:55,pending,gift_card,80,Success Furniture,Home & Kitchen,1,166.05,0.0,166.05,0,0
8564,1256,2022-01-13 00:09:38,completed,paypal,213,Star Supplement,Beauty & Health,1,111.83,0.0,111.83,1,0
2412,411,2022-01-13 05:26:57,pending,paypal,60,Coach Furniture,Home & Kitchen,1,148.68,0.0,148.68,0,0
187,2256,2022-01-13 06:35:15,completed,gift_card,87,Property Furniture,Home & Kitchen,1,564.0,0.1,507.6,1,0
187,2256,2022-01-13 06:35:15,completed,gift_card,88,Voice Decor,Home & Kitchen,1,275.21,0.15,233.93,1,0
187,2256,2022-01-13 06:35:15,completed,gift_card,64,Task Appliance,Home & Kitchen,1,29.71,0.15,25.25,1,0
2864,1944,2022-01-13 09:34:13,completed,debit_card,54,We Decor,Home & Kitchen,1,679.71,0.05,645.72,1,0
2864,1944,2022-01-13 09:34:13,completed,debit_card,83,Rich Furniture,Home & Kitchen,1,243.1,0.1,218.79,1,0
2864,1944,2022-01-13 09:34:13,completed,debit_card,18,Rest Camera,Electronics,1,35.67,0.1,32.1,1,0
8720,2439,2022-01-13 14:06:33,returned,paypal,164,Great Team Sport,Sports & Outdoors,1,446.58,0.15,379.59,0,0
8720,2439,2022-01-13 14:06:33,returned,paypal,6,Important Laptop,Electronics,1,531.19,0.0,531.19,0,0
5932,2226,2022-01-13 16:22:13,completed,gift_card,217,Measure Skincare,Beauty & Health,1,479.18,0.0,479.18,1,0
5932,2226,2022-01-13 16:22:13,completed,gift_card,2,Maintain Laptop,Electronics,1,807.37,0.0,807.37,1,0
5932,2226,2022-01-13 16:22:13,completed,gift_card,280,Start Fiction,Books & Media,1,121.8,0.1,109.62,1,0
5932,2226,2022-01-13 16:22:13,completed,gift_card,202,Thank Skincare,Beauty & Health,1,514.85,0.0,514.85,1,0
3938,1158,2022-01-13 21:45:18,completed,credit_card,164,Great Team Sport,Sports & Outdoors,1,446.58,0.0,446.58,1,0
3938,1158,2022-01-13 21:45:18,completed,credit_card,45,Beautiful Camera,Electronics,1,511.39,0.0,511.39,1,0
3938,1158,2022-01-13 21:45:18,completed,credit_card,79,Hand Furniture,Home & Kitchen,1,308.93,0.0,308.93,1,0
3290,2431,2022-01-14 04:47:51,cancelled,bank_transfer,50,Wear Headphone,Electronics,1,240.1,0.0,240.1,0,0
3290,2431,2022-01-14 04:47:51,cancelled,bank_transfer,258,Difference Fiction,Books & Media,1,626.09,0.1,563.48,0,0
3290,2431,2022-01-14 04:47:51,cancelled,bank_transfer,32,East Smartphone,Electronics,1,338.4,0.0,338.4,0,0
7401,638,2022-01-14 05:59:13,pending,paypal,95,They Appliance,Home & Kitchen,3,711.68,0.15,1814.78,0,0
7482,648,2022-01-14 15:57:49,completed,credit_card,187,Artist Team Sport,Sports & Outdoors,-1,127.57,0.1,-114.81,1,1
7482,648,2022-01-14 15:57:49,completed,credit_card,173,Soon Fitnes,Sports & Outdoors,1,587.7,0.0,587.7,1,0
729,1880,2022-01-14 19:15:48,completed,credit_card,300,Those Non-Fiction,Books & Media,2,133.29,0.05,253.25,1,0
729,1880,2022-01-14 19:15:48,completed,credit_card,156,Occur Camping,Sports & Outdoors,1,372.8,0.15,316.88,1,0
729,1880,2022-01-14 19:15:48,completed,credit_card,242,Huge Personal Care,Beauty & Health,1,166.1,0.0,166.1,1,0
5712,2437,2022-01-14 21:41:00,completed,gift_card,199,Yes Fitnes,Sports & Outdoors,3,51.0,0.0,153.0,1,0
5712,2437,2022-01-14 21:41:00,completed,gift_card,9,Right Laptop,Electronics,2,66.57,0.0,133.14,1,0
5712,2437,2022-01-14 21:41:00,completed,gift_card,228,Over Skincare,Beauty & Health,2,162.75,0.05,309.22,1,0
5191,1130,2022-01-15 00:56:08,returned,bank_transfer,285,Foot Children,Books & Media,1,667.54,0.0,667.54,0,0
5191,1130,2022-01-15 00:56:08,returned,bank_transfer,281,Citizen Non-Fiction,Books & Media,1,146.98,0.0,146.98,0,0
5191,1130,2022-01-15 00:56:08,returned,bank_transfer,32,East Smartphone,Electronics,1,338.4,0.0,338.4,0,0
953,220,2022-01-15 01:44:39,cancelled,credit_card,57,Try Cookware,Home & Kitchen,1,510.39,0.05,484.87,0,0
953,220,2022-01-15 01:44:39,cancelled,credit_card,168,Wait Camping,Sports & Outdoors,1,649.6,0.0,649.6,0,0
953,220,2022-01-15 01:44:39,cancelled,credit_card,236,Down Haircare,Beauty & Health,1,55.21,0.0,55.21,0,0
8749,2152,2022-01-15 06:34:55,completed,debit_card,47,Central Camera,Electronics,1,513.39,0.05,487.72,1,0
8749,2152,2022-01-15 06:34:55,completed,debit_card,218,Month Supplement,Beauty & Health,1,127.17,0.05,120.81,1,0
8749,2152,2022-01-15 06:34:55,completed,debit_card,121,Themselves Footwear,Apparel,1,183.38,0.0,183.38,1,0
8749,2152,2022-01-15 06:34:55,completed,debit_card,251,College Fiction,Books & Media,1,439.11,0.1,395.2,1,0
8749,2152,2022-01-15 06:34:55,completed,debit_card,99,Level Decor,Home & Kitchen,1,496.87,0.0,496.87,1,0
1938,2259,2022-01-15 15:47:52,cancelled,paypal,180,Grow Team Sport,Sports & Outdoors,1,843.45,0.2,674.76,0,0
1938,2259,2022-01-15 15:47:52,cancelled,paypal,58,Artist Appliance,Home & Kitchen,3,87.55,0.05,249.52,0,0
1938,2259,2022-01-15 15:47:52,cancelled,paypal,167,Practice Fitnes,Sports & Outdoors,-1,39.88,0.0,-39.88,0,1
7421,477,2022-01-15 16:42:43,completed,credit_card,12,Get Smartphone,Electronics,1,156.75,0.0,156.75,1,0
3276,1,2022-01-15 19:24:36,returned,bank_transfer,242,Huge Personal Care,Beauty & Health,1,166.1,0.0,166.1,0,0
3276,1,2022-01-15 19:24:36,returned,bank_transfer,158,Produce Cycling,Sports & Outdoors,1,282.03,0.15,239.73,0,0
3276,1,2022-01-15 19:24:36,returned,bank_transfer,92,Left Furniture,Home & Kitchen,1,148.78,0.0,148.78,0,0
74,587,2022-01-15 22:49:30,completed,bank_transfer,194,Quickly Fitnes,Sports & Outdoors,1,222.76,0.15,189.35,1,0
8245,649,2022-01-16 03:50:18,completed,debit_card,107,Appear Women,Apparel,1,963.92,0.0,963.92,1,0
6525,694,2022-01-16 08:13:43,returned,bank_transfer,82,Rich Furniture,Home & Kitchen,1,235.49,0.0,235.49,0,0
4894,1823,2022-01-16 09:48:34,completed,debit_card,74,Serve Appliance,Home & Kitchen,1,171.2,0.0,171.2,1,0
4894,1823,2022-01-16 09:48:34,completed,debit_card,224,Voice Skincare,Beauty & Health,2,23.12,0.0,46.24,1,0
4894,1823,2022-01-16 09:48:34,completed,debit_card,208,Series Skincare,Beauty & Health,1,260.07,0.2,208.06,1,0
4894,1823,2022-01-16 09:48:34,completed,debit_card,83,Rich Furniture,Home & Kitchen,1,243.1,0.0,243.1,1,0
6468,846,2022-01-16 09:49:10,returned,paypal,99,Level Decor,Home & Kitchen,1,496.87,0.0,496.87,0,0
1229,1459,2022-01-16 10:58:41,pending,bank_transfer,258,Difference Fiction,Books & Media,1,626.09,0.05,594.79,0,0
2190,1064,2022-01-16 10:58:43,cancelled,gift_card,198,Later Cycling,Sports & Outdoors,1,266.02,0.15,226.12,0,0
2190,1064,2022-01-16 10:58:43,cancelled,gift_card,286,Give Non-Fiction,Books & Media,1,47.93,0.0,47.93,0,0
8167,862,2022-01-16 17:35:31,completed,paypal,185,Avoid Camping,Sports & Outdoors,1,582.19,0.0,582.19,1,0
8167,862,2022-01-16 17:35:31,completed,paypal,202,Thank Skincare,Beauty & Health,1,514.85,0.0,514.85,1,0
8167,862,2022-01-16 17:35:31,completed,paypal,129,Direction Kid,Apparel,1,492.47,0.0,492.47,1,0
8167,862,2022-01-16 17:35:31,completed,paypal,209,Leg Skincare,Beauty & Health,1,797.01,0.05,757.16,1,0
1142,1979,2022-01-16 19:31:29,completed,debit_card,76,Cover Furniture,Home & Kitchen,1,938.11,0.0,938.11,1,0
1142,1979,2022-01-16 19:31:29,completed,debit_card,286,Give Non-Fiction,Books & Media,3,47.93,0.2,115.03,1,0
7921,55,2022-01-16 22:36:57,completed,debit_card,4,Movement Headphone,Electronics,1,17.97,0.0,17.97,1,0
7921,55,2022-01-16 22:36:57,completed,debit_card,268,Machine Media,Books & Media,1,23.79,0.0,23.79,1,0
822,974,2022-01-17 01:48:50,returned,paypal,259,Hundred Fiction,Books & Media,2,533.22,0.0,1066.44,0,0
822,974,2022-01-17 01:48:50,returned,paypal,99,Level Decor,Home & Kitchen,2,496.87,0.0,993.74,0,0
7377,532,2022-01-17 03:17:09,completed,paypal,109,Health Footwear,Apparel,1,59.23,0.0,59.23,1,0
7377,532,2022-01-17 03:17:09,completed,paypal,266,Feeling Non-Fiction,Books & Media,1,110.99,0.05,105.44,1,0
7377,532,2022-01-17 03:17:09,completed,paypal,262,Case Media,Books & Media,2,214.85,0.05,408.22,1,0
2069,2294,2022-01-17 03:36:22,completed,gift_card,70,Bring Furniture,Home & Kitchen,2,402.01,0.2,643.22,1,0
2069,2294,2022-01-17 03:36:22,completed,gift_card,165,Up Cycling,Sports & Outdoors,1,605.76,0.0,605.76,1,0
6130,334,2022-01-17 05:43:34,completed,debit_card,34,Television Laptop,Electronics,1,399.8,0.0,399.8,1,0
493,1090,2022-01-17 22:42:48,returned,bank_transfer,111,Situation Men,Apparel,1,227.31,0.0,227.31,0,0
1532,1834,2022-01-18 06:34:00,completed,gift_card,86,Less Decor,Home & Kitchen,2,443.6,0.0,887.2,1,0
2947,2149,2022-01-18 07:57:31,completed,credit_card,282,Discuss Fiction,Books & Media,1,280.61,0.0,280.61,1,0
2947,2149,2022-01-18 07:57:31,completed,credit_card,234,House Skincare,Beauty & Health,1,486.72,0.0,486.72,1,0
4956,2143,2022-01-18 12:32:07,completed,debit_card,170,Offer Team Sport,Sports & Outdoors,2,723.66,0.05,1374.95,1,0
4956,2143,2022-01-18 12:32:07,completed,debit_card,265,Create Non-Fiction,Books & Media,2,839.64,0.15,1427.39,1,0
4956,2143,2022-01-18 12:32:07,completed,debit_card,32,East Smartphone,Electronics,2,338.4,0.1,609.12,1,0
4956,2143,2022-01-18 12:32:07,completed,debit_card,215,Want Supplement,Beauty & Health,1,501.1,0.0,501.1,1,0
4956,2143,2022-01-18 12:32:07,completed,debit_card,126,Field Men,Apparel,1,240.49,0.05,228.47,1,0
682,1002,2022-01-18 22:18:50,completed,gift_card,230,Fight Supplement,Beauty & Health,1,829.69,0.0,829.69,1,0
682,1002,2022-01-18 22:18:50,completed,gift_card,286,Give Non-Fiction,Books & Media,1,47.93,0.0,47.93,1,0
682,1002,2022-01-18 22:18:50,completed,gift_card,217,Measure Skincare,Beauty & Health,1,479.18,0.0,479.18,1,0
682,1002,2022-01-18 22:18:50,completed,gift_card,183,High Camping,Sports & Outdoors,1,942.96,0.1,848.66,1,0
4593,807,2022-01-19 01:55:42,pending,paypal,84,Per Cookware,Home & Kitchen,2,43.2,0.05,82.08,0,0
4593,807,2022-01-19 01:55:42,pending,paypal,189,Message Team Sport,Sports & Outdoors,2,24.7,0.0,49.4,0,0
3738,295,2022-01-19 09:04:24,completed,paypal,60,Coach Furniture,Home & Kitchen,1,148.68,0.05,141.25,1,0
4619,1864,2022-01-19 09:51:17,pending,paypal,216,Effort Supplement,Beauty & Health,2,492.92,0.0,985.84,0,0
4619,1864,2022-01-19 09:51:17,pending,paypal,145,Unit Men,Apparel,1,61.15,0.1,55.04,0,0
5561,1521,2022-01-19 14:22:52,completed,credit_card,5,Yeah Smartphone,Electronics,3,503.34,0.2,1208.02,1,0
5561,1521,2022-01-19 14:22:52,completed,credit_card,231,Food Personal Care,Beauty & Health,2,410.59,0.0,821.18,1,0
8105,295,2022-01-19 23:16:28,completed,gift_card,282,Discuss Fiction,Books & Media,1,280.61,0.05,266.58,1,0
8105,295,2022-01-19 23:16:28,completed,gift_card,173,Soon Fitnes,Sports & Outdoors,1,587.7,0.0,587.7,1,0
8105,295,2022-01-19 23:16:28,completed,gift_card,50,Wear Headphone,Electronics,1,240.1,0.0,240.1,1,0
8105,295,2022-01-19 23:16:28,completed,gift_card,240,Military Supplement,Beauty & Health,1,555.47,0.0,555.47,1,0
8105,295,2022-01-19 23:16:28,completed,gift_card,68,Bar Appliance,Home & Kitchen,1,133.13,0.05,126.47,1,0
1066,1171,2022-01-20 06:17:38,returned,paypal,224,Voice Skincare,Beauty & Health,1,23.12,0.05,21.96,0,0
1066,1171,2022-01-20 06:17:38,returned,paypal,12,Get Smartphone,Electronics,1,156.75,0.0,156.75,0,0
1066,1171,2022-01-20 06:17:38,returned,paypal,46,Reflect Laptop,Electronics,2,397.56,0.15,675.85,0,0
1066,1171,2022-01-20 06:17:38,returned,paypal,85,Event Furniture,Home & Kitchen,1,530.7,0.0,530.7,0,0
1066,1171,2022-01-20 06:17:38,returned,paypal,32,East Smartphone,Electronics,1,338.4,0.0,338.4,0,0
3749,970,2022-01-20 06:32:07,cancelled,credit_card,276,Recently Non-Fiction,Books & Media,1,341.21,0.1,307.09,0,0
8201,584,2022-01-20 09:39:31,completed,credit_card,274,Product Children,Books & Media,1,528.78,0.05,502.34,1,0
8201,584,2022-01-20 09:39:31,completed,credit_card,89,Prepare Cookware,Home & Kitchen,1,247.06,0.0,247.06,1,0
5793,1410,2022-01-20 22:24:15,cancelled,bank_transfer,133,Actually Kid,Apparel,3,479.79,0.0,1439.37,0,0
5793,1410,2022-01-20 22:24:15,cancelled,bank_transfer,242,Huge Personal Care,Beauty & Health,1,166.1,0.0,166.1,0,0
5793,1410,2022-01-20 22:24:15,cancelled,bank_transfer,33,Forward Accessorie,Electronics,-1,217.73,0.2,-174.18,0,1
5793,1410,2022-01-20 22:24:15,cancelled,bank_transfer,241,Low Personal Care,Beauty & Health,1,306.12,0.1,275.51,0,0
6804,964,2022-01-21 00:36:10,completed,paypal,184,Important Cycling,Sports & Outdoors,2,278.4,0.0,556.8,1,0
6804,964,2022-01-21 00:36:10,completed,paypal,95,They Appliance,Home & Kitchen,2,711.68,0.0,1423.36,1,0
1567,1030,2022-01-21 01:04:34,completed,debit_card,271,Create Children,Books & Media,1,756.22,0.0,756.22,1,0
1567,1030,2022-01-21 01:04:34,completed,debit_card,272,Pass Children,Books & Media,1,5.69,0.05,5.41,1,0
4066,215,2022-01-21 02:21:34,completed,debit_card,296,Question Non-Fiction,Books & Media,3,361.73,0.0,1085.19,1,0
4066,215,2022-01-21 02:21:34,completed,debit_card,222,Car Supplement,Beauty & Health,2,264.61,0.15,449.84,1,0
6917,2175,2022-01-21 06:28:48,completed,paypal,299,Know Non-Fiction,Books & Media,1,725.08,0.0,725.08,1,0
4253,851,2022-01-22 01:51:53,cancelled,paypal,189,Message Team Sport,Sports & Outdoors,1,24.7,0.0,24.7,0,0
4810,546,2022-01-22 02:45:35,completed,debit_card,158,Produce Cycling,Sports & Outdoors,2,282.03,0.0,564.06,1,0
4810,546,2022-01-22 02:45:35,completed,debit_card,181,Choice Team Sport,Sports & Outdoors,1,37.18,0.15,31.6,1,0
4515,462,2022-01-22 02:51:44,completed,bank_transfer,274,Product Children,Books & Media,3,528.78,0.1,1427.71,1,0
4515,462,2022-01-22 02:51:44,completed,bank_transfer,293,Almost Non-Fiction,Books & Media,1,709.48,0.0,709.48,1,0
5216,891,2022-01-22 04:03:36,completed,credit_card,24,Concern Headphone,Electronics,2,696.97,0.2,1115.15,1,0
3549,2118,2022-01-22 05:27:41,pending,gift_card,285,Foot Children,Books & Media,1,667.54,0.05,634.16,0,0
3549,2118,2022-01-22 05:27:41,pending,gift_card,53,Student Decor,Home & Kitchen,1,192.38,0.15,163.52,0,0
3549,2118,2022-01-22 05:27:41,pending,gift_card,219,Example Supplement,Beauty & Health,1,211.99,0.0,211.99,0,0
1261,1895,2022-01-22 09:48:51,completed,credit_card,95,They Appliance,Home & Kitchen,1,711.68,0.05,676.1,1,0
598,1641,2022-01-22 10:18:03,returned,bank_transfer,43,A Laptop,Electronics,2,97.72,0.0,195.44,0,0
598,1641,2022-01-22 10:18:03,returned,bank_transfer,83,Rich Furniture,Home & Kitchen,2,243.1,0.0,486.2,0,0
598,1641,2022-01-22 10:18:03,returned,bank_transfer,214,Safe Skincare,Beauty & Health,2,304.46,0.15,517.58,0,0
267,681,2022-01-22 13:37:25,returned,gift_card,179,Our Camping,Sports & Outdoors,1,478.65,0.1,430.78,0,0
267,681,2022-01-22 13:37:25,returned,gift_card,230,Fight Supplement,Beauty & Health,1,829.69,0.05,788.21,0,0
267,681,2022-01-22 13:37:25,returned,gift_card,204,Artist Supplement,Beauty & Health,1,578.66,0.05,549.73,0,0
7319,270,2022-01-22 17:43:50,completed,debit_card,49,Left Laptop,Electronics,1,850.7,0.15,723.1,1,0
873,833,2022-01-22 22:10:03,returned,debit_card,195,After Fitnes,Sports & Outdoors,1,132.26,0.0,132.26,0,0
873,833,2022-01-22 22:10:03,returned,debit_card,223,Sense Supplement,Beauty & Health,1,57.85,0.0,57.85,0,0
873,833,2022-01-22 22:10:03,returned,debit_card,209,Leg Skincare,Beauty & Health,1,797.01,0.0,797.01,0,0
873,833,2022-01-22 22:10:03,returned,debit_card,281,Citizen Non-Fiction,Books & Media,1,146.98,0.05,139.63,0,0
873,833,2022-01-22 22:10:03,returned,debit_card,226,Recognize Skincare,Beauty & Health,2,211.98,0.0,423.96,0,0
